,eeg_id,eeg_mean,eeg_std_dev,eeg_skewness,eeg_kurtosis
0,568657,-9.247751009411331e-09,3.2776734828948975,0.26666194200515747,2.634665012359619
1,582999,-2.0807439327086286e-08,3.418201208114624,-0.09561968594789505,0.7074205875396729
2,642382,6.598395430046367e-08,2.6953530311584473,-0.12880435585975647,0.07150506973266602
3,751790,-1.3351440841802287e-08,4.342600345611572,0.00030009396141394973,-1.4839271306991577
4,778705,4.882812376649781e-08,2.772853374481201,0.28154683113098145,0.21320557594299316
5,1629671,-3.6330449759702788e-09,3.0265774726867676,0.09086570143699646,-0.10307049751281738
6,1895581,-3.662109548940862e-08,3.8287150859832764,0.18547523021697998,-0.28952836990356445
7,2061593,7.629394893626795e-09,4.165749549865723,0.012166026048362255,-1.0322716236114502
8,2078097,2.4414061883248905e-08,3.22096586227417,2.849586248397827,12.399378776550293
9,2366870,1.1444091896350983e-08,2.9457786083221436,-0.1724158376455307,0.12635087966918945
10,2482631,5.8049742790444725e-09,2.8082587718963623,0.3558712303638458,0.0008988380432128906
11,2521897,4.52112267623761e-08,2.609903335571289,1.7151377201080322,5.0658464431762695
12,2918824,0.0,4.115396499633789,2.2444982528686523,6.99009895324707
13,3108700,-6.103515914901436e-08,4.2755126953125,2.188561201095581,6.219587326049805
14,3625731,-2.4414061883248905e-08,3.124608039855957,0.017681315541267395,0.025564193725585938
15,3851658,-6.103515914901436e-08,3.7548787593841553,-0.21604284644126892,0.5087745189666748
16,3907459,1.362391888193315e-08,3.7375831604003906,1.8474559783935547,8.039057731628418
17,4431217,-3.001728998697217e-08,3.032489538192749,0.6774111390113831,2.471019744873047
18,4454049,-6.9358132570584985e-09,3.805276870727539,0.17786572873592377,0.32367825508117676
19,4559645,-2.4414061883248905e-08,3.5482239723205566,1.5217379331588745,1.7165756225585938
20,4904504,2.461095105488198e-09,2.9183268547058105,0.0030775407794862986,-0.4552326202392578
21,4969792,5.868765029504175e-09,2.9592790603637695,0.2535587251186371,0.6338834762573242
22,5168624,-1.173753005900835e-08,3.5871312618255615,0.741211473941803,3.213137626647949
23,5423338,-5.6514033452970125e-09,2.5763638019561768,0.027305668219923973,0.030817747116088867
24,5424875,2.7465819840699623e-08,3.0760722160339355,-0.10002805292606354,0.1191873550415039
25,5485650,0.0,2.776343584060669,0.060859840363264084,0.10206842422485352
26,5586700,3.051757735406113e-09,3.27445912361145,-0.06679292768239975,0.35784912109375
27,5710954,2.4414061883248905e-08,3.455448865890503,0.08134585618972778,-0.22665834426879883
28,5993793,1.6348701947777045e-08,3.321159839630127,0.03126281127333641,0.7207221984863281
29,6259482,3.269740389555409e-08,4.200751781463623,0.20807471871376038,1.2388348579406738
30,7278051,-1.2520031589247083e-07,2.8809871673583984,0.09648928791284561,-0.5273282527923584
31,7585449,9.844380421952792e-09,3.312488317489624,0.27928251028060913,0.0015468597412109375
32,8027281,-1.5650039486558853e-08,2.6686108112335205,0.2884911298751831,0.32479119300842285
33,8071080,4.487878957348812e-09,3.4883460998535156,0.051296666264534,-0.31884288787841797
34,8922554,2.6448567780334997e-08,3.071676015853882,-0.038233887404203415,-0.12324285507202148
35,9240926,1.525878978725359e-08,4.253661155700684,12.619054794311523,207.90884399414062
36,9418744,3.662109548940862e-08,3.5397589206695557,-0.020342189818620682,-0.0732719898223877
37,9859330,-9.247751009411331e-09,3.2769391536712646,1.2688530683517456,11.482779502868652
38,9980241,-2.001152665798145e-08,3.5639593601226807,0.008908013813197613,0.3289487361907959
39,10249311,-1.2207030941624453e-08,3.2453975677490234,0.10240437090396881,-0.14934778213500977
40,10343849,1.7606295088512525e-08,3.5740413665771484,0.9268481135368347,6.387322425842285
41,10386542,-6.103515470812226e-09,2.929182291030884,0.0811835527420044,0.2805173397064209
42,10466156,5.273775194325481e-09,3.6510887145996094,0.06402534246444702,-0.2707376480102539
43,10617205,0.0,3.2279388904571533,0.638224184513092,1.3028068542480469
44,10687514,3.051757957450718e-08,3.709897756576538,-0.3984324336051941,1.2150006294250488
45,10859011,0.0,2.721343517303467,-0.28764843940734863,-0.12266969680786133
46,11127485,1.6954210479980247e-08,3.343400001525879,0.002468485850840807,4.8606438636779785
47,12197246,5.2315847653972014e-08,2.9198832511901855,-0.06848698109388351,-0.288191556930542
48,12298343,-6.634256255466653e-09,2.711535692214966,-0.12772147357463837,0.7018270492553711
49,12422438,-1.2207030941624453e-08,3.131549596786499,0.5684360861778259,-0.045342206954956055
50,12784157,1.2207030941624453e-08,3.9201416969299316,0.503534197807312,1.1758737564086914
51,12830684,1.525878978725359e-08,2.8402762413024902,0.14267483353614807,0.37155604362487793
52,14548664,-2.6927274632271292e-08,2.90901780128479,0.35183078050613403,0.45937275886535645
53,14609267,-3.051757957450718e-08,3.7626140117645264,0.43769344687461853,2.711784839630127
54,14623517,-1.5667506403360676e-08,3.309938669204712,0.19233284890651703,0.19509148597717285
55,15073201,2.1046606235586296e-08,3.2359752655029297,0.008554177358746529,-0.008996963500976562
56,15238928,0.0,3.912062168121338,1.1580854654312134,3.19931697845459
57,15271495,-3.2123764981406566e-08,3.717210531234741,0.12801015377044678,3.3547234535217285
58,15981664,0.0,3.856715679168701,-0.4357406198978424,0.5012495517730713
59,16002110,2.34750601180167e-08,4.161305904388428,1.684186577796936,3.590121269226074
60,16114818,3.662109548940862e-08,3.935610055923462,5.065271854400635,29.085906982421875
61,16178958,-6.103515470812226e-09,3.1942639350891113,0.5870039463043213,0.4756770133972168
62,16982159,-2.2888183792701966e-08,3.7851271629333496,0.12400006502866745,-0.12405991554260254
63,17295749,-1.2715657859985185e-08,3.40737247467041,0.7353929877281189,6.096539497375488
64,17311157,0.0,4.052751064300537,0.34115469455718994,0.3111536502838135
